mpg,cylinders_3,cylinders_4,cylinders_5,cylinders_6,cylinders_8,age,acceleration,log_weight,log_displacement,log_horsepower
14.0,0.0,0.0,0.0,0.0,1.0,22.0,13.5,8.331827004436057,5.860786223465865,5.030437921392435
14.0,0.0,0.0,0.0,0.0,1.0,22.0,13.0,8.317766166719343,5.762051382780177,5.0106352940962555
12.0,0.0,0.0,0.0,0.0,1.0,22.0,11.5,8.508152446764088,5.948034989180646,5.19295685089021
13.0,0.0,0.0,0.0,0.0,1.0,22.0,12.0,8.465057436995709,5.991464547107982,5.135798437050262
13.0,0.0,0.0,0.0,0.0,1.0,22.0,12.0,8.544808358449211,5.991464547107982,5.1647859739235145
18.0,0.0,0.0,0.0,1.0,0.0,22.0,13.5,7.993619994827744,5.552959584921617,4.700480365792417
22.0,0.0,1.0,0.0,0.0,0.0,22.0,19.0,7.786551806428712,4.941642422609304,4.276666119016055
19.0,0.0,0.0,0.0,1.0,0.0,22.0,15.0,8.096208271650037,5.521460917862246,4.605170185988092
18.0,0.0,0.0,0.0,1.0,0.0,22.0,14.5,8.051659556841953,5.521460917862246,4.477336814478207
23.0,0.0,1.0,0.0,0.0,0.0,22.0,14.0,7.705262474866325,4.804021044733257,4.454347296253507
28.0,0.0,1.0,0.0,0.0,0.0,22.0,14.0,7.660585461703256,4.7535901911063645,4.499809670330265
30.0,0.0,1.0,0.0,0.0,0.0,22.0,19.5,7.637234388789473,4.3694478524670215,4.248495242049359
30.0,0.0,1.0,0.0,0.0,0.0,22.0,14.5,7.632885505395133,4.477336814478207,4.330733340286331
31.0,0.0,1.0,0.0,0.0,0.0,22.0,19.0,7.480428306074208,4.2626798770413155,4.174387269895637
35.0,0.0,1.0,0.0,0.0,0.0,22.0,18.0,7.385851078125209,4.276666119016055,4.23410650459726
27.0,0.0,1.0,0.0,0.0,0.0,22.0,19.0,7.51425465281641,4.574710978503383,4.0943445622221
26.0,0.0,1.0,0.0,0.0,0.0,22.0,20.5,7.578145472419466,4.51085950651685,4.248495242049359
24.0,0.0,1.0,0.0,0.0,0.0,21.0,15.5,7.731053144007127,4.727387818712341,4.553876891600541
25.0,0.0,1.0,0.0,0.0,0.0,21.0,17.0,7.661997558901893,4.579852378003801,4.382026634673881
23.0,0.0,1.0,0.0,0.0,0.0,21.0,22.316999999999968,7.720461694599722,4.574710978503383,3.9889840465642745
20.0,0.0,1.0,0.0,0.0,0.0,21.0,19.5,7.786551806428712,4.941642422609304,4.499809670330265
21.0,0.0,1.0,0.0,0.0,0.0,21.0,16.5,7.70796153183549,4.804021044733257,4.454347296253507
13.0,0.0,0.0,0.0,0.0,1.0,21.0,12.0,8.360305435879093,5.857933154483459,5.10594547390058
14.0,0.0,0.0,0.0,0.0,1.0,21.0,12.0,8.385944904806284,5.991464547107982,5.1647859739235145
15.0,0.0,0.0,0.0,0.0,1.0,21.0,13.5,8.327242607457793,5.762051382780177,5.0106352940962555
14.0,0.0,0.0,0.0,0.0,1.0,21.0,13.0,8.32579052588609,5.860786223465865,5.030437921392435
17.0,0.0,0.0,0.0,0.0,1.0,21.0,11.5,8.20849175174038,5.717027701406222,5.0106352940962555
11.0,0.0,0.0,0.0,0.0,1.0,21.0,11.0,8.440959885416648,6.061456918928017,5.337538079701318
13.0,0.0,0.0,0.0,0.0,1.0,21.0,13.5,8.412277021466677,5.857933154483459,5.043425116919247
12.0,0.0,0.0,0.0,0.0,1.0,21.0,13.5,8.40200678160712,5.857933154483459,5.075173815233827
13.0,0.0,0.0,0.0,0.0,1.0,21.0,12.5,8.394347361417392,5.991464547107982,5.247024072160486
19.0,1.0,0.0,0.0,0.0,0.0,21.0,13.5,7.753623546559746,4.248495242049359,4.574710978503383
15.0,0.0,0.0,0.0,0.0,1.0,21.0,12.5,8.266678443305896,5.717027701406222,5.0106352940962555
13.0,0.0,0.0,0.0,0.0,1.0,21.0,14.0,8.318254328798846,5.726847747587197,4.867534450455582
13.0,0.0,0.0,0.0,0.0,1.0,21.0,16.0,8.364973978438726,5.71042701737487,4.941642422609304
14.0,0.0,0.0,0.0,0.0,1.0,21.0,14.0,8.313116702819253,5.762051382780177,5.0106352940962555
18.0,0.0,1.0,0.0,0.0,0.0,21.0,14.5,7.983781068977451,4.795790545596741,4.718498871295094
22.0,0.0,1.0,0.0,0.0,0.0,21.0,18.0,7.828436359157585,4.795790545596741,4.330733340286331
21.0,0.0,1.0,0.0,0.0,0.0,21.0,19.5,7.999342952713282,4.787491742782046,4.465908118654584
26.0,0.0,1.0,0.0,0.0,0.0,21.0,18.0,7.691200097522863,4.564348191467836,4.23410650459726
22.0,0.0,1.0,0.0,0.0,0.0,21.0,16.0,7.781138509845015,4.804021044733257,4.454347296253507
28.0,0.0,1.0,0.0,0.0,0.0,21.0,17.0,7.7354333524996886,4.574710978503383,4.5217885770490405
23.0,0.0,1.0,0.0,0.0,0.0,21.0,14.5,7.826443135456014,4.787491742782046,4.574710978503383
28.0,0.0,1.0,0.0,0.0,0.0,21.0,15.0,7.679713639966372,4.584967478670572,4.382026634673881
27.0,0.0,1.0,0.0,0.0,0.0,21.0,16.5,7.649692623711514,4.574710978503383,4.477336814478207
13.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,8.318742252692399,5.857933154483459,5.1647859739235145
14.0,0.0,0.0,0.0,0.0,1.0,20.0,11.5,8.20849175174038,5.717027701406222,5.0106352940962555
13.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,8.291045131081729,5.857933154483459,4.976733742420574
14.0,0.0,0.0,0.0,0.0,1.0,20.0,14.5,8.304494897963567,5.71042701737487,4.919980925828125
15.0,0.0,0.0,0.0,0.0,1.0,20.0,12.5,8.236685322712457,5.762051382780177,5.0106352940962555
12.0,0.0,0.0,0.0,0.0,1.0,20.0,11.5,8.507546814364431,6.061456918928017,5.288267030694535
13.0,0.0,0.0,0.0,0.0,1.0,20.0,12.0,8.403800504061147,5.991464547107982,5.0106352940962555
13.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,8.38091517312361,5.860786223465865,5.062595033026967
14.0,0.0,0.0,0.0,0.0,1.0,20.0,14.5,8.351610750626559,5.762051382780177,5.0106352940962555
13.0,0.0,0.0,0.0,0.0,1.0,20.0,11.0,8.462737005620179,6.0867747269123065,5.3706380281276624
12.0,0.0,0.0,0.0,0.0,1.0,20.0,11.0,8.507344855361422,6.12029741895095,5.395670911803946
13.0,0.0,0.0,0.0,0.0,1.0,20.0,11.0,8.2482674474469,5.886104031450156,5.1647859739235145
18.0,0.0,0.0,0.0,1.0,0.0,20.0,16.5,8.045908742270779,5.41610040220442,4.653960350157523
16.0,0.0,0.0,0.0,1.0,0.0,20.0,18.0,8.094988759303774,5.521460917862246,4.605170185988092
18.0,0.0,0.0,0.0,1.0,0.0,20.0,16.0,7.987864096085687,5.44673737166631,4.605170185988092
18.0,0.0,0.0,0.0,1.0,0.0,20.0,16.5,8.013343181386672,5.521460917862246,4.477336814478207
23.0,0.0,0.0,0.0,1.0,0.0,20.0,16.0,7.973844375944687,5.288267030694535,4.553876891600541
26.0,0.0,1.0,0.0,0.0,0.0,20.0,21.0,7.575584651557793,4.574710978503383,3.871201010907891
11.0,0.0,0.0,0.0,0.0,1.0,20.0,14.0,8.516593011344206,5.991464547107982,5.0106352940962555
12.0,0.0,0.0,0.0,0.0,1.0,20.0,12.5,8.498214224818435,5.991464547107982,5.117993812416755
13.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,8.445482343862237,5.886104031450156,5.135798437050262
12.0,0.0,0.0,0.0,0.0,1.0,20.0,12.5,8.411610428841172,5.857933154483459,5.19295685089021
18.0,0.0,0.0,0.0,1.0,0.0,20.0,15.0,7.933438387627489,5.44673737166631,4.605170185988092
20.0,0.0,1.0,0.0,0.0,0.0,20.0,19.0,7.731492029245684,4.574710978503383,4.477336814478207
21.0,0.0,1.0,0.0,0.0,0.0,20.0,19.5,7.783640596221253,4.941642422609304,4.276666119016055
22.0,0.0,1.0,0.0,0.0,0.0,20.0,16.5,7.774435510302958,4.68213122712422,4.543294782270004
18.0,1.0,0.0,0.0,0.0,0.0,20.0,13.5,7.66105638236183,4.248495242049359,4.499809670330265
19.0,0.0,1.0,0.0,0.0,0.0,20.0,18.5,7.745002803515839,4.804021044733257,4.442651256490317
21.0,0.0,0.0,0.0,1.0,0.0,20.0,14.0,7.812782818577581,5.043425116919247,4.672828834461906
26.0,0.0,1.0,0.0,0.0,0.0,20.0,15.5,7.725330037917135,4.584967478670572,4.499809670330265
15.0,0.0,0.0,0.0,0.0,1.0,20.0,13.0,8.31434234336979,5.857933154483459,4.976733742420574
16.0,0.0,0.0,0.0,0.0,1.0,20.0,9.5,8.361240889642351,5.991464547107982,5.395670911803946
29.0,0.0,1.0,0.0,0.0,0.0,20.0,19.5,7.532088143541722,4.219507705176107,3.8918202981106265
24.0,0.0,1.0,0.0,0.0,0.0,20.0,15.5,7.67693714581808,4.7535901911063645,4.31748811353631
20.0,0.0,1.0,0.0,0.0,0.0,20.0,14.0,7.856319571406588,4.736198448394496,4.51085950651685
19.0,0.0,1.0,0.0,0.0,0.0,20.0,15.5,7.961370201719511,4.795790545596741,4.718498871295094
15.0,0.0,0.0,0.0,0.0,1.0,20.0,11.0,8.131236549696116,5.762051382780177,5.0106352940962555
24.0,0.0,1.0,0.0,0.0,0.0,20.0,14.0,7.886081401775745,4.795790545596741,4.700480365792417
20.0,0.0,0.0,0.0,1.0,0.0,20.0,13.5,7.939871576361883,5.049856007249537,4.804021044733257
11.0,0.0,0.0,0.0,0.0,1.0,20.0,11.0,8.20631072579402,5.857933154483459,5.19295685089021
20.0,0.0,0.0,0.0,1.0,0.0,19.0,16.5,8.039802343736485,5.288267030694535,4.553876891600541
19.0,0.0,0.0,0.0,1.0,0.0,19.0,16.0,7.972810784121404,5.44673737166631,4.605170185988092
15.0,0.0,0.0,0.0,1.0,0.0,19.0,17.0,8.112527763478637,5.521460917862246,4.605170185988092
31.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,7.575584651557793,4.3694478524670215,4.204692619390966
26.0,0.0,1.0,0.0,0.0,0.0,19.0,16.5,7.804251383528112,4.804021044733257,4.382026634673881
32.0,0.0,1.0,0.0,0.0,0.0,19.0,21.0,7.515344571180436,4.2626798770413155,4.174387269895637
25.0,0.0,1.0,0.0,0.0,0.0,19.0,17.0,7.8407064517494,4.941642422609304,4.31748811353631
16.0,0.0,0.0,0.0,1.0,0.0,19.0,17.0,8.237743803890933,5.521460917862246,4.605170185988092
16.0,0.0,0.0,0.0,1.0,0.0,19.0,18.0,8.197538739721184,5.552959584921617,4.700480365792417
18.0,0.0,0.0,0.0,1.0,0.0,19.0,16.5,8.19229373114764,5.41610040220442,4.653960350157523
16.0,0.0,0.0,0.0,0.0,1.0,19.0,14.0,8.328692583545568,5.71042701737487,4.941642422609304
13.0,0.0,0.0,0.0,0.0,1.0,19.0,14.5,8.455104999102815,5.857933154483459,5.0106352940962555
14.0,0.0,0.0,0.0,0.0,1.0,19.0,13.5,8.402231172946555,5.762051382780177,5.0106352940962555
14.0,0.0,0.0,0.0,0.0,1.0,19.0,16.0,8.442038517815478,5.71042701737487,4.941642422609304
14.0,0.0,0.0,0.0,0.0,1.0,19.0,15.5,8.356319965828153,5.717027701406222,5.0106352940962555
29.0,0.0,1.0,0.0,0.0,0.0,19.0,16.5,7.704811922932594,4.584967478670572,4.418840607796598
26.0,0.0,1.0,0.0,0.0,0.0,19.0,15.5,7.5822291942764615,4.3694478524670215,4.204692619390966
26.0,0.0,1.0,0.0,0.0,0.0,19.0,14.5,7.7406644019172415,4.574710978503383,4.356708826689592
31.0,0.0,1.0,0.0,0.0,0.0,19.0,16.5,7.407924322559599,4.330733340286331,3.9512437185814275
32.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,7.602401335665818,4.418840607796598,4.110873864173311
28.0,0.0,1.0,0.0,0.0,0.0,19.0,14.5,7.661527081358517,4.499809670330265,4.31748811353631
24.0,0.0,1.0,0.0,0.0,0.0,19.0,15.5,7.653494909661253,4.499809670330265,4.31748811353631
26.0,0.0,1.0,0.0,0.0,0.0,19.0,14.0,7.716906135298388,4.7535901911063645,4.31748811353631
24.0,0.0,1.0,0.0,0.0,0.0,19.0,15.0,7.819636302367592,4.787491742782046,4.574710978503383
26.0,0.0,1.0,0.0,0.0,0.0,19.0,15.5,7.779466967458324,4.68213122712422,4.532599493153256
31.0,0.0,1.0,0.0,0.0,0.0,19.0,16.0,7.600902459542082,4.3694478524670215,4.204692619390966
19.0,0.0,0.0,0.0,1.0,0.0,18.0,16.0,8.090708716083997,5.41610040220442,4.553876891600541
18.0,0.0,0.0,0.0,1.0,0.0,18.0,16.0,8.148734808937169,5.521460917862246,4.653960350157523
15.0,0.0,0.0,0.0,1.0,0.0,18.0,21.0,8.140898460607852,5.521460917862246,4.276666119016055
15.0,0.0,0.0,0.0,1.0,0.0,18.0,19.5,8.057694194815587,5.521460917862246,4.276666119016055
16.0,0.0,0.0,0.0,0.0,1.0,18.0,11.5,8.448485993406447,5.991464547107982,5.135798437050262
15.0,0.0,0.0,0.0,0.0,1.0,18.0,14.0,8.39840965542627,5.857933154483459,4.976733742420574
16.0,0.0,0.0,0.0,0.0,1.0,18.0,14.5,8.411388132519262,5.762051382780177,5.0106352940962555
14.0,0.0,0.0,0.0,0.0,1.0,18.0,13.5,8.446126742982377,5.860786223465865,4.997212273764115
17.0,0.0,0.0,0.0,1.0,0.0,18.0,21.0,8.27052509505507,5.442417710521793,4.700480365792417
16.0,0.0,0.0,0.0,1.0,0.0,18.0,18.5,8.26796230533871,5.521460917862246,4.653960350157523
15.0,0.0,0.0,0.0,1.0,0.0,18.0,19.0,8.224163512637862,5.552959584921617,4.700480365792417
18.0,0.0,0.0,0.0,1.0,0.0,18.0,19.0,8.23880116587155,5.41610040220442,4.553876891600541
21.0,0.0,0.0,0.0,1.0,0.0,18.0,15.0,8.019283792916793,5.442417710521793,4.700480365792417
20.0,0.0,0.0,0.0,0.0,1.0,18.0,13.5,8.0774471493312,5.568344503761097,4.700480365792417
13.0,0.0,0.0,0.0,0.0,1.0,18.0,12.0,8.06117135969092,5.71042701737487,4.859812404361672
29.0,0.0,1.0,0.0,0.0,0.0,18.0,16.0,7.682943169878292,4.574710978503383,4.31748811353631
23.0,0.0,1.0,0.0,0.0,0.0,18.0,17.0,7.878155336503324,4.941642422609304,4.418840607796598
20.0,0.0,0.0,0.0,1.0,0.0,18.0,16.0,7.97728198675515,5.44673737166631,4.605170185988092
23.0,0.0,1.0,0.0,0.0,0.0,18.0,18.5,7.860185057472165,4.941642422609304,4.356708826689592
24.0,0.0,1.0,0.0,0.0,0.0,18.0,13.5,7.9017475185201445,4.897839799950911,4.564348191467836
25.0,0.0,1.0,0.0,0.0,0.0,18.0,16.5,7.706612913964197,4.499809670330265,4.2626798770413155
24.0,0.0,1.0,0.0,0.0,0.0,18.0,17.0,7.841885928984623,4.77912349311153,4.574710978503383
18.0,0.0,0.0,0.0,1.0,0.0,18.0,14.5,8.001019961323651,5.14166355650266,4.574710978503383
29.0,0.0,1.0,0.0,0.0,0.0,18.0,14.0,7.5688956634069955,4.499809670330265,4.248495242049359
19.0,0.0,0.0,0.0,1.0,0.0,18.0,17.0,8.074337694089515,5.44673737166631,4.499809670330265
23.0,0.0,1.0,0.0,0.0,0.0,18.0,15.0,7.898782356970309,4.74493212836325,4.553876891600541
23.0,0.0,1.0,0.0,0.0,0.0,18.0,17.0,7.9919305198524775,4.787491742782046,4.477336814478207
22.0,0.0,1.0,0.0,0.0,0.0,18.0,14.5,7.987864096085687,4.795790545596741,4.584967478670572
25.0,0.0,1.0,0.0,0.0,0.0,18.0,13.5,7.890208213109961,4.795790545596741,4.74493212836325
33.0,0.0,1.0,0.0,0.0,0.0,18.0,17.5,7.492760300922379,4.51085950651685,3.970291913552122
28.0,0.0,1.0,0.0,0.0,0.0,17.0,15.5,7.80954132465341,4.672828834461906,4.454347296253507
25.0,0.0,1.0,0.0,0.0,0.0,17.0,16.9,7.705262474866325,4.7535901911063645,4.394449154672439
25.0,0.0,1.0,0.0,0.0,0.0,17.0,14.9,7.85243908535751,4.941642422609304,4.5217885770490405
26.0,0.0,1.0,0.0,0.0,0.0,17.0,17.7,7.720905251936779,4.584967478670572,4.3694478524670215
27.0,0.0,1.0,0.0,0.0,0.0,17.0,15.3,7.697121317282625,4.61512051684126,4.418840607796598
17.5,0.0,0.0,0.0,0.0,1.0,17.0,13.0,8.346404870435956,5.720311776607412,4.941642422609304
16.0,0.0,0.0,0.0,0.0,1.0,17.0,13.0,8.340456012916183,5.762051382780177,5.0106352940962555
15.5,0.0,0.0,0.0,0.0,1.0,17.0,13.9,8.284504227258497,5.717027701406222,4.787491742782046
14.5,0.0,0.0,0.0,0.0,1.0,17.0,12.8,8.346404870435956,5.860786223465865,5.0238805208462765
22.0,0.0,0.0,0.0,1.0,0.0,17.0,15.4,8.081165777725433,5.41610040220442,4.605170185988092
22.0,0.0,0.0,0.0,1.0,0.0,17.0,14.5,8.117610746466228,5.521460917862246,4.653960350157523
24.0,0.0,0.0,0.0,1.0,0.0,17.0,17.6,8.010359588919783,5.298317366548036,4.394449154672439
22.5,0.0,0.0,0.0,1.0,0.0,17.0,17.6,8.034306936339489,5.44673737166631,4.499809670330265
29.0,0.0,1.0,0.0,0.0,0.0,17.0,22.2,7.618251097876695,4.442651256490317,3.9512437185814275
24.5,0.0,1.0,0.0,0.0,0.0,17.0,22.1,7.679713639966372,4.584967478670572,4.0943445622221
29.0,0.0,1.0,0.0,0.0,0.0,17.0,14.2,7.5688956634069955,4.499809670330265,4.248495242049359
33.0,0.0,1.0,0.0,0.0,0.0,17.0,17.4,7.492760300922379,4.51085950651685,3.970291913552122
20.0,0.0,0.0,0.0,1.0,0.0,17.0,17.7,8.202756381655638,5.41610040220442,4.605170185988092
18.0,0.0,0.0,0.0,1.0,0.0,17.0,21.0,8.181440695719374,5.521460917862246,4.356708826689592
18.5,0.0,0.0,0.0,1.0,0.0,17.0,16.2,8.201111644442758,5.521460917862246,4.700480365792417
17.5,0.0,0.0,0.0,1.0,0.0,17.0,17.8,8.068716192714781,5.552959584921617,4.553876891600541
29.5,0.0,1.0,0.0,0.0,0.0,17.0,12.2,7.509335266016592,4.574710978503383,4.2626798770413155
32.0,0.0,1.0,0.0,0.0,0.0,17.0,17.0,7.595889917718538,4.442651256490317,4.248495242049359
28.0,0.0,1.0,0.0,0.0,0.0,17.0,16.4,7.675546002537848,4.574710978503383,4.31748811353631
26.5,0.0,1.0,0.0,0.0,0.0,17.0,13.6,7.84971375760487,4.941642422609304,4.276666119016055
20.0,0.0,1.0,0.0,0.0,0.0,17.0,15.7,8.055157731819678,4.867534450455582,4.624972813284271
13.0,0.0,0.0,0.0,0.0,1.0,17.0,13.2,8.27893600229198,5.762051382780177,5.0106352940962555
19.0,0.0,1.0,0.0,0.0,0.0,17.0,21.9,8.0925452638913,4.787491742782046,4.477336814478207
19.0,0.0,0.0,0.0,1.0,0.0,17.0,15.5,7.982757702011113,5.049856007249537,4.68213122712422
16.5,0.0,0.0,0.0,1.0,0.0,17.0,16.7,8.24800570160062,5.123963979403259,4.787491742782046
16.5,0.0,0.0,0.0,0.0,1.0,17.0,12.1,8.384804003370492,5.857933154483459,5.19295685089021
13.0,0.0,0.0,0.0,0.0,1.0,17.0,12.0,8.307705966549513,5.857933154483459,4.976733742420574
13.0,0.0,0.0,0.0,0.0,1.0,17.0,15.0,8.261009786023827,5.71042701737487,4.867534450455582
13.0,0.0,0.0,0.0,0.0,1.0,17.0,14.0,8.230843564198235,5.762051382780177,5.0106352940962555
31.5,0.0,1.0,0.0,0.0,0.0,16.0,18.5,7.623153068476902,4.584967478670572,4.219507705176107
30.0,0.0,1.0,0.0,0.0,0.0,16.0,14.8,7.675546002537848,4.709530201312334,4.382026634673881
36.0,0.0,1.0,0.0,0.0,0.0,16.0,18.6,7.509335266016592,4.3694478524670215,4.060443010546419
25.5,0.0,1.0,0.0,0.0,0.0,16.0,15.5,7.7406644019172415,4.804021044733257,4.564348191467836
33.5,0.0,1.0,0.0,0.0,0.0,16.0,16.8,7.573017256052546,4.442651256490317,4.248495242049359
17.5,0.0,0.0,0.0,0.0,1.0,16.0,12.5,8.263590432617319,5.720311776607412,4.976733742420574
17.0,0.0,0.0,0.0,0.0,1.0,16.0,19.0,8.308938252595778,5.560681631015528,4.700480365792417
15.5,0.0,0.0,0.0,0.0,1.0,16.0,13.7,8.32845106681936,5.762051382780177,4.976733742420574
15.0,0.0,0.0,0.0,0.0,1.0,16.0,14.9,8.365206834418355,5.71042701737487,4.867534450455582
17.5,0.0,0.0,0.0,1.0,0.0,16.0,16.4,8.166216268592143,5.521460917862246,4.700480365792417
20.5,0.0,0.0,0.0,1.0,0.0,16.0,16.9,8.138856750696325,5.442417710521793,4.653960350157523
19.0,0.0,0.0,0.0,1.0,0.0,16.0,17.7,8.196987927258897,5.41610040220442,4.605170185988092
18.5,0.0,0.0,0.0,1.0,0.0,16.0,19.0,8.16763571524637,5.521460917862246,4.584967478670572
16.0,0.0,0.0,0.0,0.0,1.0,16.0,11.1,8.347590407030058,5.991464547107982,5.19295685089021
15.5,0.0,0.0,0.0,0.0,1.0,16.0,11.4,8.334471554600944,5.857933154483459,5.135798437050262
15.5,0.0,0.0,0.0,0.0,1.0,16.0,12.2,8.37216741936598,5.991464547107982,5.247024072160486
16.0,0.0,0.0,0.0,0.0,1.0,16.0,14.5,8.374476889214643,5.860786223465865,5.003946305945459
29.0,0.0,1.0,0.0,0.0,0.0,16.0,14.5,7.570443252057374,4.574710978503383,4.356708826689592
24.5,0.0,1.0,0.0,0.0,0.0,16.0,16.0,7.9157131993821155,5.017279836814924,4.477336814478207
26.0,0.0,1.0,0.0,0.0,0.0,16.0,18.2,7.725330037917135,4.574710978503383,4.31748811353631
25.5,0.0,1.0,0.0,0.0,0.0,16.0,15.8,7.9211727215870145,4.941642422609304,4.48863636973214
30.5,0.0,1.0,0.0,0.0,0.0,16.0,17.0,7.62608275807238,4.584967478670572,4.143134726391533
33.5,0.0,1.0,0.0,0.0,0.0,16.0,15.9,7.637716432664798,4.584967478670572,4.418840607796598
30.0,0.0,1.0,0.0,0.0,0.0,16.0,16.4,7.59337419312129,4.574710978503383,4.204692619390966
30.5,0.0,1.0,0.0,0.0,0.0,16.0,14.1,7.691656822810547,4.574710978503383,4.356708826689592
22.0,0.0,0.0,0.0,1.0,0.0,16.0,14.5,7.942717540573791,4.983606621708336,4.574710978503383
21.5,0.0,1.0,0.0,0.0,0.0,16.0,12.8,7.8632667240095735,4.795790545596741,4.700480365792417
21.5,1.0,0.0,0.0,0.0,0.0,16.0,13.5,7.908387159290043,4.382026634673881,4.700480365792417
43.1,0.0,1.0,0.0,0.0,0.0,15.0,21.5,7.59337419312129,4.499809670330265,3.871201010907891
36.1,0.0,1.0,0.0,0.0,0.0,15.0,14.4,7.495541943884256,4.584967478670572,4.189654742026425
32.8,0.0,1.0,0.0,0.0,0.0,15.0,19.4,7.59337419312129,4.356708826689592,3.9512437185814275
39.4,0.0,1.0,0.0,0.0,0.0,15.0,18.6,7.635303886259415,4.442651256490317,4.248495242049359
